area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,Ready To Move,1 BHK,GMown E,435,1,1,22,Budhwar Peth
Super built-up  Area,Ready To Move,2 BHK,Vrenty ,1116,2,1,51.89,Bund Garden Road
Super built-up  Area,Ready To Move,3 BHK,Brglede,1480,3,2,95,Camp
Built-up  Area,Ready To Move,2 BHK,Foisha ,1000,2,2,50,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,NRosete,1145,2,2,46,Dapodi
Super built-up  Area,Ready To Move,2 BHK,Niara S,800,1,1,32,Deccan Gymkhana
Super built-up  Area,18-Apr,2 BHK,Bhmesy ,1265,2,1,83,Dehu Road
Super built-up  Area,21-Jul,3 BHK,Oznuean,1450 - 1950,3,0,88.2,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,Vacle P,1475,2,1,70,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,Jancyva,1265,2,2,55,Dhole Patil Road
Built-up  Area,Ready To Move,2 Bedroom,,1200,2,0,58,Erandwane
Super built-up  Area,Ready To Move,3 BHK,Prhtsok,2180,3,2,210,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,Usnexra,1080,2,3,50,Fergusson College Road
Super built-up  Area,Ready To Move,3 BHK,Priew P,2023,4,2,130,Ganesh Peth
Super built-up  Area,Ready To Move,2 BHK,,2400,2,3,125,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,Srhan P,1545,2,2,66,Ghorpade Peth
Super built-up  Area,Ready To Move,3 BHK,Prillot,1804,3,2,166,Ghorpadi
Plot  Area,Ready To Move,2 Bedroom,,1200,2,1,200,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,,1350,2,,58,Gultekdi
Super built-up  Area,21-Dec,2 BHK,GoAirej,1108,2,1,74.23,Guruwar peth
Super built-up  Area,Ready To Move,3 BHK,Asintas,1730,3,2,115,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,PancyRe,1427,2,3,70,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,2 BHK,Pyikad ,935,2,1,35.53,Hingne Khurd
Super built-up  Area,Ready To Move,2 BHK,Soe 2as,1073,2,2,31.77,Jangali Maharaj Road
Built-up  Area,Ready To Move,2 BHK,Patri M,960,2,3,37,Kalyani Nagar
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4,2,150,Karve Nagar
Built-up  Area,18-Aug,2 BHK,Sryalan,1125,2,1,32.49,Karve Road
Built-up  Area,Ready To Move,2 BHK,,1230,2,3,55,Kasba Peth
Super built-up  Area,Ready To Move,2 BHK,Neagar ,1438,2,,89,Katraj
Super built-up  Area,Ready To Move,2 BHK,Brnia G,1080,2,2,75,Khadaki
Plot  Area,Ready To Move,3 Bedroom,,1200,3,,125,Khadki
Plot  Area,Ready To Move,2 Bedroom,,1200,1,1,103,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1590,3,2,58,Kondhwa
Super built-up  Area,Ready To Move,3 BHK,Mazler ,1350,3,2,68,Kondhwa Budruk
Super built-up  Area,Ready To Move,3 BHK,,1400,2,2,48,Kondhwa Khurd
Super built-up  Area,Ready To Move,3 BHK,Aincyev,1560,2,3,72,Koregaon Park
Built-up  Area,Ready To Move,4 BHK,Shbhi S,1810,3,2,57,Kothrud
Super built-up  Area,Ready To Move,3 BHK,SoniaPe,2274.24,4,1,160,Law College Road
Super built-up  Area,18-Dec,3 BHK,Skacak ,1484,3,1,74.18,Laxmi Road
Built-up  Area,Ready To Move,3 BHK,MCtleas,1650,3,3,220,Lulla Nagar
Super built-up  Area,Ready To Move,3 BHK,Pantsce,1455,2,2,55,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,3 BHK,G conTh,2280,4,2,184,Mangalwar peth
Super built-up  Area,Ready To Move,5 BHK,,4900,5,,980,Manik Bagh
Built-up  Area,18-Apr,3 BHK,,2079,3,3,220,Market yard
Super built-up  Area,Ready To Move,2 BHK,FoapeWa,1351,2,2,74,Model colony
Super built-up  Area,Ready To Move,3 BHK,,1223,2,2,42.81,Mukund Nagar
Super built-up  Area,18-Jun,3 BHK,MCnexva,1430,2,1,61,Mundhawa
Built-up  Area,Ready To Move,4 Bedroom,Prrry M,3589,5,0,400,Nagar Road
Super built-up  Area,18-Aug,3 BHK,Sryalan,1310,2,2,37.83,Nana Peth
Plot  Area,Ready To Move,4 Bedroom,,1800,4,1,300,Narayan Peth
Plot  Area,18-May,4 Bedroom,,1120,4,2,175,Narayangaon
Super built-up  Area,18-Nov,2 BHK,AsastDe,984,2,1,55,Navi Peth
Built-up  Area,Ready To Move,3 BHK,Reodsnc,1770,3,3,100,Padmavati
Plot  Area,Ready To Move,2 Bedroom,,900,3,1,105,Parvati Darshan
Plot  Area,Ready To Move,5 Bedroom,,1350,5,1,120,Pashan
Super built-up  Area,18-Jul,2 BHK,Rosha I,1447,2,1,75.97,Paud Road
Built-up  Area,Ready To Move,2 Bedroom,,1140,2,1,60,Pirangut
Super built-up  Area,18-Jul,2 BHK,,1170,2,3,34,Prabhat Road
Super built-up  Area,Ready To Move,2 BHK,,1160,2,2,46.39,Pune Railway Station
Super built-up  Area,19-Jul,2 BHK,Soena A,1296,2,1,89,Rasta Peth
Built-up  Area,Ready To Move,3 BHK,Vaenev ,1570,3,2,80,Raviwar Peth
Super built-up  Area,Ready To Move,3 BHK,Ablmsol,1495,2,2,65,Sadashiv Peth
Super built-up  Area,Ready To Move,3 BHK,Shyalha,1530,2,2,67,Sahakar Nagar
Plot  Area,Ready To Move,5 Bedroom,,900,4,0,140,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,Paestol,1800,3,1,70,Sasson Road
Super built-up  Area,Ready To Move,2 BHK,DSpazTo,1088,2,2,48,Satara Road
Super built-up  Area,19-Mar,3 BHK,Skume R,1533,3,1,98.18,Senapati Bapat Road
Super built-up  Area,Ready To Move,2 BHK,,1100,2,1,68,Shaniwar Peth
Built-up  Area,Ready To Move,3 BHK,Asnts a,1540,3,3,90,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Jancyes,1244,3,,48,Shukrawar Peth
Super built-up  Area,19-Mar,2 BHK,Skume R,1040,2,1,68.59,Sinhagad Road
Built-up  Area,Ready To Move,6 BHK,,1034,6,2,101,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,,1260,2,1,39.69,Swargate
Super built-up  Area,Ready To Move,2 BHK,Shony S,1180,2,1,41.3,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,Prtanha,1245,2,2,100,Uruli Devachi
Super built-up  Area,Ready To Move,3 BHK,,1350,3,0,75,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,,1464,3,2,56,Wadgaon Sheri
Super built-up  Area,Ready To Move,1 BHK,,470,2,1,10,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,,920,2,2,60,Vishrant Wadi
Built-up  Area,Ready To Move,6 Bedroom,,2300,7,0,160,Wagholi
Super built-up  Area,Ready To Move,2 BHK,DSousyl,1124,2,1,30.35,Wakadewadi
Super built-up  Area,19-Sep,4 BHK,,2095,3,1,109,Wanowrie
Super built-up  Area,20-Aug,2 BHK,Pruthg ,1100,2,1,71.42,Warje
Super built-up  Area,Ready To Move,2 BHK,Smentha,1019,2,1,58,Yerawada
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1756,3,2,128,Alandi Road
Super built-up  Area,18-May,3 BHK,SSestth,1280,3,1,50,Ambegaon Budruk
Plot  Area,Ready To Move,4 Bedroom,,1200,3,2,125,Anandnagar
Super built-up  Area,Ready To Move,3 BHK,,1700,3,2,150,Aundh
Super built-up  Area,18-Dec,3 BHK,Prtates,2134,4,2,118,Aundh Road
Super built-up  Area,18-Jun,2 BHK,Sosisic,1369.1,2,1,98,Balaji Nagar
Plot  Area,Ready To Move,3 Bedroom,,600,3,1,69,Baner
Plot  Area,Ready To Move,3 Bedroom,,1313,4,,150,Baner road
Super built-up  Area,Ready To Move,3 BHK,DSensn ,2515,4,3,155,Bhandarkar Road
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4,2,154,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,Amageru,1440,3,2,72,Bibvewadi
Super built-up  Area,Ready To Move,3 BHK,Koagati,1186,2,2,55.33,Bopodi
Super built-up  Area,Ready To Move,3 BHK,,1350,2,2,47.24,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,Chtert ,1800,3,2,140,Bund Garden Road
Built-up  Area,Ready To Move,3 BHK,GKityde,1600,3,3,79,Camp
Built-up  Area,Ready To Move,2 BHK,Srg Bnc,1000,2,1,35,Chandan Nagar
Super built-up  Area,Ready To Move,3 BHK,,2275,3,3,285,Dapodi
Super built-up  Area,Ready To Move,3 BHK,Pridsi ,1305,2,1,59,Deccan Gymkhana
Super built-up  Area,20-Jan,3 BHK,She 2rk,1740,3,1,150,Dehu Road
Built-up  Area,Ready To Move,2 BHK,,900,2,1,90,Dhankawadi
Built-up  Area,Ready To Move,2 BHK,Gohts H,1567,3,0,140,Dhayari Phata
Super built-up  Area,Ready To Move,3 BHK,Prrtht ,1082,2,1,45.5,Dhole Patil Road
Built-up  Area,Ready To Move,2 BHK,,1050,2,1,80,Erandwane
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,56,Fatima Nagar
Built-up  Area,Ready To Move,3 Bedroom,Duity C,3500,4,2,185,Fergusson College Road
Super built-up  Area,Ready To Move,2 BHK,Syonyph,1220,2,2,52,Ganesh Peth
Super built-up  Area,18-Apr,3 BHK,,1970,3,2,164,Ganeshkhind
Super built-up  Area,20-Dec,3 BHK,,2665,3,1,350,Ghorpade Peth
Built-up  Area,Ready To Move,4 BHK,,2130,4,0,120,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,,1749,3,2,120,Gokhale Nagar
Super built-up  Area,18-Jun,2 BHK,,1260,2,1,108,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,,1100Sq. Meter,2,1,48,Guruwar peth
Super built-up  Area,Ready To Move,2 BHK,NCierar,1170,2,2,120,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,Ajens G,1670,3,2,75,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,3 BHK,Samittv,2264,3,2,168,Hingne Khurd
Super built-up  Area,15-Oct,4 BHK,ETntsce,3500,5,,450,Jangali Maharaj Road
Super built-up  Area,Ready To Move,2 BHK,Viodspr,1100,2,2,55,Kalyani Nagar
Super built-up  Area,18-Dec,2 BHK,,674,1,1,19.9,Karve Nagar
Super built-up  Area,Ready To Move,2 BHK,Proodt ,1320,2,1,160,Karve Road
Plot  Area,Ready To Move,4 Bedroom,,600,4,2,85,Kasba Peth
Super built-up  Area,Ready To Move,2 BHK,PSmalsh,1125,2,2,65,Katraj
Super built-up  Area,Ready To Move,2 BHK,,1125,2,2,44.5,Khadaki
Super built-up  Area,Ready To Move,2 BHK,,700,2,1,29,Khadki
Built-up  Area,Ready To Move,3 BHK,Lancya ,1300,2,1,75,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Meowns ,1600,3,2,83,Kondhwa
Super built-up  Area,18-Aug,3 BHK,Vrenty ,1052,2,1,60,Kondhwa Budruk
Super built-up  Area,Ready To Move,4 BHK,,1140,3,1,145,Kondhwa Khurd
Super built-up  Area,Ready To Move,2 BHK,Ladenea,1130,2,2,36,Koregaon Park
Plot  Area,Ready To Move,4 Bedroom,,1140,3,2,225,Kothrud
Super built-up  Area,Ready To Move,3 BHK,SNe 2ev,2200,3,3,220,Law College Road
Built-up  Area,Ready To Move,3 BHK,GMown E,1500,2,1,63,Laxmi Road
Super built-up  Area,20-Dec,3 BHK,Shmes O,1350,3,1,47.25,Lulla Nagar
Super built-up  Area,Ready To Move,3 BHK,MBireap,1230,2,2,52,Mahatma Gandhi Road
Super built-up  Area,18-Apr,3 BHK,SNnia E,1520,2,2,85,Mangalwar peth
Super built-up  Area,21-Dec,1 BHK,PrarePa,525,1,1,26.25,Manik Bagh
Super built-up  Area,20-Oct,2 BHK,Skume R,1040,2,1,61,Market yard
Built-up  Area,Ready To Move,3 BHK,,1300,2,1,67,Model colony
Super built-up  Area,18-Dec,4 BHK,Jaades ,2690,4,3,201,Mukund Nagar
Super built-up  Area,Ready To Move,1 BHK,Saiewas,780,1,1,70,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,Saite G,1140,2,1,51.2,Nagar Road
Super built-up  Area,19-Jan,3 BHK,SuVue S,1225,3,1,33.08,Nana Peth
Built-up  Area,Ready To Move,1 BHK,MYncysi,646,1,0,25.84,Narayan Peth
Super built-up  Area,Ready To Move,3 BHK,,1600,3,1,150,Narayangaon
Super built-up  Area,18-Apr,3 BHK,Alestrb,1890,4,3,125,Navi Peth
Built-up  Area,Ready To Move,2 BHK,,1050,2,1,34,Padmavati
Plot  Area,Ready To Move,6 Bedroom,,1200,4,2,100,Parvati Darshan
Super built-up  Area,Ready To Move,3 BHK,BMttaor,1458,2,2,62,Pashan
Plot  Area,Ready To Move,5 Bedroom,,1200,6,0,86,Paud Road
Super built-up  Area,Ready To Move,3 BHK,,1970,3,2,160,Pirangut
Plot  Area,Ready To Move,3 Bedroom,,1808,4,0,80,Prabhat Road
Built-up  Area,Ready To Move,2 BHK,Soresea,1007,2,1,67,Pune Railway Station
Super built-up  Area,Ready To Move,2 BHK,M ondit,1105,2,1,50,Rasta Peth
Super built-up  Area,Ready To Move,3 BHK,RothaVa,1700,3,3,150,Raviwar Peth
Super built-up  Area,Ready To Move,2 BHK,Dehts H,1170,2,3,50,Sadashiv Peth
Built-up  Area,Ready To Move,2 BHK,GCbowai,1080,2,3,45,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,Baowsig,1150,2,1,62,Salunke Vihar
Super built-up  Area,19-Jul,2 BHK,Vaharvi,1200,2,1,57.9,Sasson Road
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,54,Satara Road
Super built-up  Area,Ready To Move,3 BHK,Brlms P,1656,3,2,75,Senapati Bapat Road
Plot  Area,18-Apr,4 Bedroom,,600,4,2,87,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,Hivesdr,1040,2,2,50,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Collsrn,1085,2,2,33.7,Shukrawar Peth
Super built-up  Area,18-Apr,3 BHK,,1215,2,2,49.75,Sinhagad Road
Built-up  Area,Ready To Move,4 Bedroom,,2150,4,2,115,Somwar Peth
Plot  Area,Ready To Move,4 Bedroom,Kreera ,1100,4,1,120,Swargate
Super built-up  Area,18-Feb,2 BHK,,1210,2,1,77,Tilak Road
Built-up  Area,Ready To Move,2 BHK,SMncyy ,1050,2,1,55,Uruli Devachi
Plot  Area,Ready To Move,3 Bedroom,,600,3,1,70,Vadgaon Budruk
Super built-up  Area,18-Aug,3 BHK,DNionfl,1920,3,2,150,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,,1250,2,1,50,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,PrntaEn,947.55,2,1,80,Vishrant Wadi
Built-up  Area,Ready To Move,2 BHK,KencyRe,1421,2,1,90,Wagholi
Plot  Area,Ready To Move,6 Bedroom,,1050,4,2,155,Wakadewadi
Super built-up  Area,18-May,3 BHK,Saesttt,1425,2,2,74.31,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1162,2,1,58,Warje
Super built-up  Area,18-Jul,1 BHK,Prtates,905,1,1,60,Yerawada
Super built-up  Area,Ready To Move,2 BHK,Shthi S,914,2,1,32,Alandi Road
Built-up  Area,18-Apr,2 BHK,,1258,2,0,58,Ambegaon Budruk
Plot  Area,Ready To Move,4 Bedroom,,1100,4,2,220,Anandnagar
Plot  Area,Ready To Move,4 Bedroom,Prageta,3500,4,1,289,Aundh
Plot  Area,Ready To Move,7 Bedroom,,2400,6,,450,Aundh Road
Built-up  Area,Ready To Move,4 Bedroom,,4200,4,,800,Balaji Nagar
Super built-up  Area,Ready To Move,3 BHK,BMttaor,1537,2,3,70,Baner
Super built-up  Area,Ready To Move,3 BHK,,1230,2,2,53.51,Baner road
Plot  Area,Ready To Move,6 Bedroom,,2400,5,2,300,Bhandarkar Road
Super built-up  Area,Ready To Move,3 BHK,Aimesya,2250,3,1,200,Bhavani Peth
Plot  Area,Ready To Move,4 Bedroom,KrineAq,2000,4,1,69,Bibvewadi
Super built-up  Area,Ready To Move,8 BHK,,3000,4,3,130,Bopodi
Built-up  Area,Ready To Move,4 Bedroom,,2600,4,0,325,Budhwar Peth
Built-up  Area,16-Sep,4 Bedroom,,3200,3,2,250,Bund Garden Road
Built-up  Area,Ready To Move,2 BHK,ACopsva,950,2,0,32,Camp
Super built-up  Area,Ready To Move,4 BHK,PueraRi,4000,4,,200,Chandan Nagar
Super built-up  Area,Ready To Move,3 BHK,Pyikad ,1282,2,1,48.72,Dapodi
Built-up  Area,18-Apr,2 BHK,,1304,2,0,111,Deccan Gymkhana
Super built-up  Area,Ready To Move,3 BHK,,2100,3,2,200,Dehu Road
Built-up  Area,Ready To Move,3 BHK,Paurt C,1220,2,2,49,Dhankawadi
Super built-up  Area,Ready To Move,3 BHK,PrityTr,1636,3,2,85,Dhayari Phata
Built-up  Area,Ready To Move,3 BHK,Kaiew L,1415,3,1,65,Dhole Patil Road
Plot  Area,Ready To Move,3 Bedroom,Prood G,15Acres,3,1,217,Erandwane
Super built-up  Area,Ready To Move,3 BHK,Soweray,1728,3,2,125,Fatima Nagar
Super built-up  Area,Ready To Move,3 BHK,Eladero,1680,3,3,125,Fergusson College Road
Super built-up  Area,19-Dec,2 BHK,ThBayah,1235,2,1,140,Ganesh Peth
Plot  Area,18-May,4 Bedroom,,900,2,1,115,Ganeshkhind
Built-up  Area,Ready To Move,4 Bedroom,,3990,4,1,260,Ghorpade Peth
Built-up  Area,Ready To Move,2 BHK,HMonymp,1495,2,2,83,Ghorpadi
Plot  Area,Ready To Move,5 Bedroom,,1500,5,1,175,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,IBityin,2501,3,3,138,Gultekdi
Carpet  Area,20-Dec,1 BHK,Roiti A,381,1,0,28,Guruwar peth
Super built-up  Area,19-Mar,4 BHK,Sothadr,3301.8,5,2,570,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,SaireSa,2002,3,2,120,Hadapsar Industrial Estate
Built-up  Area,17-Mar,3 Bedroom,Sreat R,3200,3,0,260,Hingne Khurd
Plot  Area,Ready To Move,2 Bedroom,,1200,2,2,70,Jangali Maharaj Road
Plot  Area,Ready To Move,4 Bedroom,,1500,3,0,235,Kalyani Nagar
Plot  Area,17-Sep,3 Bedroom,IcudiMa,1942,3,,90,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,Shitt S,1450 - 1595,,,60.75,Karve Road
Built-up  Area,Ready To Move,1 Bedroom,,660,1,0,95,Kasba Peth
Plot  Area,Ready To Move,4 Bedroom,,1200,6,2,170,Katraj
Built-up  Area,Ready To Move,3 BHK,Itala A,1450,3,2,90,Khadaki
Super built-up  Area,Ready To Move,2 BHK,MDonta ,1039,2,1,50,Khadki
Super built-up  Area,Ready To Move,2 BHK,Brglede,1210,2,1,80,Kharadi
Super built-up  Area,Ready To Move,2 BHK,DSvar S,995,1,1,24.88,Kondhwa
Built-up  Area,Ready To Move,3 BHK,NCarkna,1620,3,2,90,Kondhwa Budruk
Built-up  Area,Ready To Move,3 Bedroom,LGlarAs,3204,4,3,395,Kondhwa Khurd
Built-up  Area,Ready To Move,3 BHK,GonumPl,3408,3,3,260,Koregaon Park
Built-up  Area,Ready To Move,2 BHK,Kames S,1314,2,3,55,Kothrud
Super built-up  Area,Ready To Move,2 BHK,Prityel,945,2,1,33,Law College Road
Built-up  Area,Ready To Move,3 BHK,Undge T,1374,3,2,72,Laxmi Road
Built-up  Area,19-Jan,3 BHK,PrityFa,1603,3,3,113,Lulla Nagar
Built-up  Area,Ready To Move,3 BHK,Vaens G,1230,2,2,52,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,1 RK,,670,1,1,50,Mangalwar peth
Super built-up  Area,Ready To Move,4 BHK,Ahriaup,1864,3,2,105,Manik Bagh
Built-up  Area,18-Jan,3 Bedroom,Gllas V,2500,3,2,100,Market yard
Super built-up  Area,Ready To Move,3 BHK,DScon S,1625,2,2,54,Model colony
Super built-up  Area,Ready To Move,2 BHK,Sonviik,1186,2,3,55,Mukund Nagar
Plot  Area,Ready To Move,8 Bedroom,,1500,7,2,382,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,GMown E,770,1,1,39.9,Nagar Road
Super built-up  Area,18-Feb,2 BHK,HioraTr,1085,2,1,45,Nana Peth
Super built-up  Area,Ready To Move,4 BHK,Soeurri,3754,6,2,480,Narayan Peth
Super built-up  Area,Ready To Move,3 BHK,Ciques ,1893,3,2,115,Narayangaon
Plot  Area,Ready To Move,4 Bedroom,,600,3,2,65,Navi Peth
Super built-up  Area,Ready To Move,3 BHK,AnentAp,1496,2,3,78,Padmavati
Super built-up  Area,18-Jul,3 BHK,SunceEs,1305,3,1,33.28,Parvati Darshan
Super built-up  Area,Ready To Move,3 BHK,Shiaa S,1550,2,2,82,Pashan
Super built-up  Area,Ready To Move,3 BHK,,1200,2,1,58.17,Paud Road
Super built-up  Area,20-Jan,3 BHK,DNncasa,1494,2,2,94.55,Pirangut
Super built-up  Area,Ready To Move,2 BHK,SJmesst,1286,2,2,69,Prabhat Road
Plot  Area,Ready To Move,3 Bedroom,,600,4,1,100,Pune Railway Station
Super built-up  Area,Ready To Move,3 BHK,MVkleiw,1860,3,2,95,Rasta Peth
Built-up  Area,Ready To Move,1 BHK,,425,1,1,750,Raviwar Peth
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2,2,45,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,Stlomg ,1200,2,2,75,Sahakar Nagar
Super built-up  Area,Ready To Move,2 BHK,Peles P,1044,2,2,32,Salunke Vihar
Super built-up  Area,Ready To Move,2 BHK,SrncyRe,1040,2,1,41.59,Sasson Road
Super built-up  Area,18-Jun,2 BHK,,1125,2,2,36.94,Satara Road
Super built-up  Area,19-Jul,3 BHK,,3489,3,1,662,Senapati Bapat Road
Super built-up  Area,Ready To Move,3 BHK,Prldsri,1278,2,2,59,Shaniwar Peth
Super built-up  Area,Ready To Move,6 BHK,,2400,6,,98,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,ViaarSa,1250,2,1,43,Shukrawar Peth
Plot  Area,Ready To Move,5 Bedroom,,2400,6,3,125,Sinhagad Road
Plot  Area,Ready To Move,5 Bedroom,Henue A,4166,5,,560,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,,1210,2,2,75,Swargate
Super built-up  Area,Ready To Move,4 BHK,,1200,3,2,110,Tilak Road
Super built-up  Area,18-Apr,3 BHK,AsastDe,1157,2,1,57.84,Uruli Devachi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1185,2,1,51.15,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,MancyRe,1450,3,3,100,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,Sastaat,1859,3,2,121,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,PhestOn,1763,3,2,262,Vishrant Wadi
Super built-up  Area,17-Sep,2 BHK,Inenshe,900,1,1,25,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Foghaa ,1305,3,1,60,Wakadewadi
Built-up  Area,Ready To Move,3 BHK,,1200,2,2,100,Wanowrie
Super built-up  Area,Ready To Move,1 BHK,Gontsoo,763 - 805,1,0,35.285,Warje
Plot  Area,Immediate Possession,,,5000,,,400,Yerawada
Super built-up  Area,Ready To Move,2 BHK,Shthi S,1150,2,0,36.8,Alandi Road
Built-up  Area,Ready To Move,3 BHK,Agtiaur,1806,3,3,85,Ambegaon Budruk
Super built-up  Area,Ready To Move,2 BHK,Srrnasa,1027,2,2,42,Anandnagar
Super built-up  Area,19-Jul,2 BHK,DSera S,1002,2,1,40.08,Aundh
Super built-up  Area,18-Apr,3 BHK,Sryalan,1220,2,1,36.21,Aundh Road
Super built-up  Area,Ready To Move,2 BHK,SMuilan,1109,2,1,35.22,Balaji Nagar
Built-up  Area,Ready To Move,2 BHK,DSera S,1002,2,1,40.08,Baner
Super built-up  Area,Ready To Move,2 BHK,AriosHe,1308,2,1,89.04,Baner road
Super built-up  Area,19-Mar,2 BHK,Puachal,1232,2,1,69.6,Bhandarkar Road
Super built-up  Area,18-Apr,2 BHK,,1027,2,2,44,Bhavani Peth
Built-up  Area,Ready To Move,2 BHK,,1250,2,2,65,Bibvewadi
Plot  Area,Ready To Move,6 Bedroom,,900,6,3,170,Bopodi
Plot  Area,Ready To Move,4 Bedroom,,960,4,2,80,Budhwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1255,2,1,53.87,Bund Garden Road
Built-up  Area,Ready To Move,3 BHK,DLhtsnd,1434,3,3,84,Camp
Built-up  Area,Ready To Move,2 BHK,Vabow R,925,2,2,30,Chandan Nagar
Super built-up  Area,19-Dec,3 BHK,Ceezey ,1858,3,1,123,Dapodi
Built-up  Area,Ready To Move,2 BHK,Vithm R,1205,2,1,70,Deccan Gymkhana
Plot  Area,18-Jul,3 Bedroom,V2gesre,1500,3,2,90,Dehu Road
Plot  Area,Ready To Move,3 Bedroom,,1200,3,2,200,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,,1020,2,2,48.95,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,965,2,1,56,Dhole Patil Road
Plot  Area,Ready To Move,5 Bedroom,,1800,6,3,270,Erandwane
Plot  Area,Ready To Move,6 Bedroom,,1200,4,2,90,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,PaontWa,1636,2,2,82.89,Fergusson College Road
Super built-up  Area,18-Dec,3 BHK,Dieldli,1724,3,1,125,Ganesh Peth
Super built-up  Area,18-Oct,2 BHK,Prtates,1216,2,1,67,Ganeshkhind
Super built-up  Area,18-Feb,1 BHK,Prensya,654,1,1,36.25,Ghorpade Peth
Built-up  Area,Ready To Move,4 Bedroom,,2460,7,2,80,Ghorpadi
Super built-up  Area,Ready To Move,2 BHK,,1190,2,2,41,Gokhale Nagar
Plot  Area,Ready To Move,7 Bedroom,,1200,5,2,180,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,PrityTr,1636,3,2,92,Guruwar peth
Super built-up  Area,18-Dec,2 BHK,Shxorm ,1195,2,2,73,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,Vancyat,2400,3,3,251,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,2 BHK,,1250,2,1,67,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,Nillsre,1452,3,,90,Jangali Maharaj Road
Super built-up  Area,19-Dec,3 BHK,Bhe 2ko,1546,3,1,95,Kalyani Nagar
Built-up  Area,Ready To Move,4 Bedroom,Cetattu,3307 - 3464,6,0,142,Karve Nagar
Plot  Area,Ready To Move,3 Bedroom,,1440,3,1,275,Karve Road
Plot  Area,Ready To Move,2 Bedroom,,2260,3,1,80,Kasba Peth
Plot  Area,Ready To Move,4 Bedroom,,2700,3,2,90,Katraj
Super built-up  Area,Ready To Move,2 BHK,Suurtni,1475,2,2,171,Khadaki
Built-up  Area,Ready To Move,4 BHK,Arentra,3000,3,2,150,Khadki
Built-up  Area,Ready To Move,1 Bedroom,,375,1,0,26,Kharadi
Super built-up  Area,Ready To Move,2 BHK,Soresea,1007,2,1,66,Kondhwa
Plot  Area,Ready To Move,1 Bedroom,,1.26Acres,1,0,125,Kondhwa Budruk
Super built-up  Area,Ready To Move,4 BHK,,5422,6,,1900,Kondhwa Khurd
